time;ToF[cm]
1657807893.7076588;30.6
1657807893.7089021;30.6
1657807893.71015;30.6
1657807893.7114086;30.6
1657807893.7126539;30.6
1657807893.7138882;30.6
1657807893.7175486;30.6
1657807893.718976;30.6
1657807893.7203012;30.6
1657807893.721558;30.6
1657807893.7228012;30.6
1657807893.7240407;30.6
1657807893.7252831;30.6
1657807893.726524;30.6
1657807893.727766;30.6
1657807893.729001;30.6
1657807893.7302923;30.6
1657807893.7315538;30.6
1657807893.7328503;30.6
1657807893.7341273;30.6
1657807893.7354138;30.6
1657807893.7366834;30.6
1657807893.7379208;30.6
1657807893.7391624;30.6
1657807893.7404134;30.6
1657807893.74165;30.6
1657807893.7428823;30.6
1657807893.7441113;30.6
1657807893.7453454;30.6
1657807893.7465765;30.6
1657807893.7478058;30.6
1657807893.749056;30.6
1657807893.750307;30.6
1657807893.7515473;30.6
1657807893.752816;30.6
1657807893.754044;30.6
1657807893.7552722;30.6
1657807893.7565002;30.6
1657807893.7577295;30.6
