MPUData GUnits:°/s - AUnits:g
LSM9DS1Data G Units:rad/s - A Units:m/s^2 - m Units:gausss
Fx...Data G Units:rad/s - A Units:m/s^2 - m Units:gausss
time;MPU-Gx;MPU-Gy;MPU-Gz;MPU-Ax;MPU-Ay;MPU-Az;LSM-Gx;LSM-Gy;LSM-Gz;LSM-Ax;LSM-Ay;LSM-Az;LSM-Mx;LSM-My;LSM-Mz;Fx-Gx;Fx-Gy;Fx-Gz;Fx-Ax;Fx-Ay;Fx-Az;Fx-Mx;Fx-My;Fx-Mz
17654.895447351;-1.916;0.511;0.145;0.224;-0.196;0.962;-0.082;-0.115;-0.012;-0.614;0.563;12.481;-0.307;-0.803;-1.561;-0.003;-0.016;0.007;0.407;0.132;10.138;-102.900;-133.800;-309.800
17654.92038218;-1.802;0.542;0.160;0.229;-0.191;0.974;-0.082;-0.112;-0.008;-0.423;0.578;12.747;-0.312;-0.800;-1.546;0.006;-0.010;0.003;0.290;0.175;10.409;-103.800;-133.400;-308.100
17654.946100959;-1.855;0.527;0.153;0.226;-0.194;0.960;-0.080;-0.112;-0.014;-0.528;0.589;12.589;-0.312;-0.809;-1.553;-0.002;-0.012;0.003;0.330;0.153;10.186;-103.700;-134.100;-307.700
17654.973491727;-1.786;0.550;0.130;0.235;-0.190;0.985;-0.075;-0.113;-0.011;-0.440;0.606;12.826;-0.308;-0.804;-1.556;-0.007;-0.015;0.003;0.268;0.218;10.335;-103.500;-133.600;-309.100
17655.00079333;-1.809;0.565;0.145;0.228;-0.196;0.968;-0.080;-0.106;-0.013;-0.441;0.592;12.715;-0.312;-0.811;-1.557;-0.007;-0.007;0.004;0.325;0.148;10.177;-102.900;-133.400;-307.800
17655.033084977;-1.870;0.550;0.160;0.232;-0.192;0.974;-0.082;-0.116;-0.017;-0.474;0.626;12.684;-0.305;-0.807;-1.556;-0.001;-0.009;0.004;0.378;0.165;10.239;-102.600;-135.600;-307.700
17655.059903811;-1.802;0.527;0.183;0.227;-0.192;0.970;-0.077;-0.114;-0.013;-0.458;0.614;12.608;-0.308;-0.718;-1.464;-0.005;-0.015;0.006;0.318;0.136;10.213;-103.900;-133.700;-308.700
17655.086177747;-1.855;0.519;0.168;0.230;-0.200;0.980;-0.085;-0.111;-0.008;-0.496;0.595;12.858;-0.312;-0.806;-1.559;-0.000;-0.010;0.004;0.349;0.170;10.256;-101.900;-134.300;-308.000
17655.111614938;-1.870;0.527;0.145;0.231;-0.201;0.983;-0.087;-0.118;-0.008;-0.450;0.558;13.111;-0.315;-0.796;-1.551;0.001;-0.014;0.007;0.297;0.199;10.248;-103.500;-133.900;-307.800
17655.137533158;-1.817;0.534;0.153;0.229;-0.192;0.978;-0.082;-0.110;-0.006;-0.460;0.497;13.196;-0.316;-0.789;-1.552;0.000;-0.006;0.002;0.290;0.187;10.275;-102.900;-133.900;-309.400
17655.153354514;-1.824;0.542;0.153;0.229;-0.194;0.966;-0.084;-0.116;-0.010;-0.521;0.450;12.980;-0.316;-0.789;-1.552;-0.012;-0.015;0.007;0.357;0.165;10.179;-102.200;-132.600;-309.100
17655.167963077;-1.802;0.527;0.153;0.229;-0.194;0.969;-0.084;-0.109;-0.009;-0.474;0.443;13.066;-0.320;-0.795;-1.563;-0.008;-0.014;0.001;0.335;0.141;10.208;-104.600;-133.900;-309.100
17655.181717062;-1.809;0.534;0.153;0.226;-0.190;0.975;-0.083;-0.115;-0.003;-0.478;0.501;12.830;-0.317;-0.804;-1.556;-0.012;-0.013;0.000;0.325;0.151;10.301;-102.800;-133.900;-309.600
17655.195356883;-1.847;0.557;0.176;0.226;-0.196;0.975;-0.082;-0.114;-0.008;-0.513;0.490;12.666;-0.317;-0.804;-1.556;-0.017;-0.013;0.005;0.337;0.139;10.241;-103.200;-134.400;-308.400
